k_features,dropout_rate,learning_rate,weight_decay,optimizer,batch_size,lr_factor,lr_patience,hidden_sizes,rmse
9,0.2242459331675128,0.004526683200169983,2.111922588568948e-05,RMSprop,16,0.5074626746477416,48,[],3994.7495541022345
9,0.13534918487657094,0.0021710700613671685,2.30308698543306e-06,RMSprop,16,0.7698945715931216,46,[],4003.861760850392
10,0.1860258928364511,0.0030949324376176404,1.2098221399178023e-06,RMSprop,64,0.6655180137582049,45,[],4015.6063054039546
9,0.20977319979467063,0.0039032538014993953,7.585524001964769e-06,RMSprop,16,0.4867084952300229,45,[],4029.1131778593663
10,0.06958834920227819,0.005907646100192202,3.952448442544806e-06,RMSprop,128,0.7188824643513886,47,[],4033.9408771076455
10,0.2222746636652843,0.005698980150311191,1.9829715739011596e-06,RMSprop,256,0.7140352995548653,47,[],4063.4022690351494
9,0.13659087980520979,0.004002312115006251,2.859863120500582e-06,RMSprop,16,0.5863783150013631,38,[],4067.289883939919
9,0.2751285206351649,0.003070457800118804,4.223905546958476e-05,RMSprop,16,0.6718597473703519,31,[],4073.7903726136915
10,0.20166656728867982,0.0016351892356323823,1.3415587396592066e-05,RMSprop,16,0.6318912817027091,46,[],4074.927115912627
10,0.2932808972830093,0.0019644060379446875,0.00041290980933233047,Adam,16,0.5338928646733897,50,[],4078.2631106881763
10,0.34266598529058884,0.001819310109983919,0.0002400402085694007,AdamW,16,0.7960806974498169,23,[],4087.634034499664
10,0.40943086822083263,0.0006281421801343642,0.0007936895717502077,Adam,16,0.3015316092765693,50,[],4103.518977658078
8,0.3152594331755272,0.002851717431681897,0.00012853065274964846,RMSprop,16,0.6117586540529384,41,[],4106.046273484993
8,0.24544930929602501,0.005655559417061916,2.7136621056985667e-05,RMSprop,16,0.46631110815980303,37,[],4116.4584292811705
10,0.11880147757083465,0.0041999053014873024,1.7914503294061875e-06,RMSprop,512,0.6692401513336307,46,[],4120.242225889153
8,0.09345780602937712,0.0035321022630720724,6.639524860829503e-05,RMSprop,32,0.4940241990858648,48,[],4126.08191872144
10,0.3153823625757001,0.0017189307809589943,9.697981584658745e-05,Adam,16,0.44694808611039033,47,[],4158.8522455119755
6,0.1567934102860347,0.008963749135742246,5.299561135606297e-06,Adam,16,0.6127971965695053,44,[],4196.740163507862
8,0.38515786292333853,0.003841978751550971,5.515742514177459e-05,Adam,16,0.629572772643774,49,[],4225.817080754916
9,0.17771219188288478,0.004166883754390245,6.4148139834364265e-06,RMSprop,16,0.6810227342280956,43,[],4240.426865304954
9,0.07921473104823622,0.0032561428995999783,1.2093805697624143e-06,RMSprop,64,0.7518975865130395,49,[],4245.075735484586
9,0.29593285200875596,0.0019217159176198666,0.000346372525288448,Adam,16,0.5363429912215099,44,[],4247.610387029395
10,0.19221818431722748,0.004816032832283032,4.716045795828196e-06,Adam,256,0.6343731132112717,50,[],4261.5250791236695
10,0.10390327113215862,0.0027693345067267964,1.7035759973094226e-06,RMSprop,256,0.6595606032245155,49,[],4270.436277477981
10,0.4115782463212163,0.0006231956157850356,0.0009148016094949701,Adam,16,0.3339990313510041,50,[],4294.372829645791
7,0.21561918055920054,0.002530817768037226,1.5775014775547694e-06,RMSprop,16,0.6450786653338201,48,[],4307.154513132771
10,0.1741509886053976,0.0004410403134222189,1.830356118019517e-06,RMSprop,16,0.6189326151091408,47,[],4330.014087736898
10,0.2816125359149944,0.0011207299527049715,8.27089808455e-05,RMSprop,64,0.510350641451275,49,[],4344.549688978134
10,0.265763433622239,0.0009598180804179289,2.2312786560450004e-05,AdamW,16,0.46758610325099303,36,[],4381.116980862301
4,0.014529194690938666,0.007338726971389661,1.6265067849691373e-06,RMSprop,16,0.667982514013078,48,[],4385.018814098749
9,0.393926528300693,0.0007805869331040019,0.00039339135722171243,Adam,16,0.3028992362369944,46,[],4405.717648692435
6,0.35319251134719803,0.002003770303217548,1.7262501475187312e-05,RMSprop,16,0.6883467323418094,39,[],4435.01657268606
3,0.004280235648188509,0.005713953558117579,9.10673131271467e-06,RMSprop,16,0.6860670229573954,46,[],4440.944268959024
9,0.2858533695389732,0.001969671677354728,6.603142161458826e-05,RMSprop,16,0.5455607536980567,21,[],4467.178975595225
5,0.01601362258234059,0.007596425392569618,1.4658837526223544e-06,RMSprop,16,0.6440337882346999,48,[],4501.88649346027
10,0.1622674098303401,0.0003088504155824189,1.4044062770809864e-06,RMSprop,16,0.7470265047575584,43,[],4520.050663432878
3,0.021242990498390547,0.007300080882362625,2.5559240920490145e-06,RMSprop,16,0.6609645367444447,49,[],4599.27776938945
8,0.17568326167667198,0.0014288838904802507,6.934887023822661e-06,RMSprop,32,0.5848149872435318,41,[],4611.918906485673
10,0.1636594043687667,0.004582353592798453,1.2538653582637592e-06,RMSprop,512,0.6565983047247892,44,[],4653.880961090432
10,0.1979076027551558,0.0030816951056793314,3.2643795932550514e-06,RMSprop,128,0.6986472026161379,40,[],4678.509377996372
9,0.15355323772559662,0.001311058232388832,8.252974921798592e-06,RMSprop,256,0.5740691279099923,41,[],4681.971593250006
9,0.107193900047039,0.0014303255465317932,1.4842272697628894e-05,Adam,128,0.7111479452906752,47,[],4736.813485878455
5,0.32285344249803616,0.006911446700110727,1.561839829348062e-05,RMSprop,512,0.6517242931320676,44,[],4764.557691958405
10,0.22742901994120646,0.0008795499135653337,4.5429216478691714e-06,RMSprop,256,0.7372915395055666,43,[],4925.755373544244
10,0.15842785873409088,0.0018069977932279153,3.480559349882506e-05,RMSprop,512,0.5012972502269114,49,[],5023.105214904422
10,0.2965555556078466,0.0020493666605526863,2.2626914611208445e-05,AdamW,64,0.46837736908989136,17,[],5082.953275409877
9,0.4450570601990585,0.003328291591517598,3.926410225983505e-05,RMSprop,256,0.4069842351213415,43,[],5086.310254005353
4,0.3355771706188878,0.0026898436716063278,5.1633689289964524e-06,RMSprop,64,0.6620358049106999,32,[],5115.236260428252
9,0.1989551846102987,0.004408970644092397,7.155955551746648e-05,RMSprop,512,0.45121800651613064,32,[],5147.5133802643
7,0.16914098446241238,0.002441517170911698,3.649943976657245e-05,RMSprop,128,0.5921959761039471,48,[],5148.089354313889
5,0.17035690070565607,0.004930362688332326,3.3300788430268854e-06,Adam,512,0.7012507719983755,42,[],5163.380675487718
6,0.2536965705403736,0.001084631299463602,2.309277768159202e-05,RMSprop,16,0.5326504385744781,23,[],5221.483888704436
5,0.3776034261998348,0.0026072173035772256,5.438899757514699e-06,RMSprop,64,0.740467455860903,34,[],5261.658673840408
4,0.28701173274624125,0.004352035039560915,5.5317776787227795e-05,RMSprop,64,0.6504062614375354,16,[],5269.6051085446625
8,0.08176395773568329,0.004326447055053446,5.069437921000216e-05,RMSprop,32,0.5067456857313035,14,[],5305.35352262222
8,0.2534434667620633,0.0009123115444851387,1.1193213131853418e-05,RMSprop,256,0.5583194583099993,47,[],5381.247996515306
5,0.33485717041669794,0.0045934376258588054,0.0002139743960555326,RMSprop,256,0.577881634765757,32,[],5393.510915906261
10,0.4858593966108594,0.0001121135415233846,0.00017392018378197238,AdamW,16,0.4775783638332737,50,[],5397.510722546089
3,0.026363537577383855,0.0076052492961320665,1.471561775589512e-06,RMSprop,512,0.694339103934416,44,[],5431.9180774382085
4,0.18280560798219553,0.008587884259338624,1.2675884501459137e-06,Adam,512,0.4343702939420628,35,[],5484.060174724563
9,0.49723765868233194,0.005149679622333709,2.7455925614322023e-05,RMSprop,128,0.5561926580278975,23,[],5507.4843622111175
10,0.12882044471446388,0.0001394441625876232,1.2225143610862314e-06,Adam,128,0.33157480126754857,46,[],5544.567250922293
2,0.1762649287336885,0.001303021401987225,3.736901610145832e-06,RMSprop,16,0.7533273761965782,45,[],5566.453987953192
7,0.12485931448728649,0.0005020316583270007,1.9931017476301652e-05,Adam,16,0.7297269836894177,40,[],5589.056092042734
6,0.4301542436181781,0.00114218996118369,7.549158332271255e-05,Adam,16,0.7874059002009834,20,[],5618.339968353642
2,0.22218560559534872,0.0013892324626919366,1.1328313045300667e-05,RMSprop,16,0.6189367453193415,42,[],5633.493942483652
3,0.3061980860771656,0.002583724671636179,1.732101352852218e-05,RMSprop,128,0.5736412912692361,19,[],5673.5354057236655
7,0.19602102727492834,0.0005917746261449301,3.6083737032031423e-06,RMSprop,64,0.6007943561165202,27,[],5705.107886797585
7,0.36291774206760685,0.003036197667173734,9.365211962040748e-05,AdamW,512,0.5212685233108361,27,[],5794.210558825076
9,0.3635420178501953,0.0012583719396450437,8.240098269807043e-05,RMSprop,16,0.5131832464067989,11,[],5795.140377937363
8,0.12375251139698704,0.00017868174793745292,7.94580662645028e-06,AdamW,32,0.4976979136896815,46,[],5796.542072649866
3,0.3414590421412289,0.003974470152290067,1.3231315040666801e-05,AdamW,256,0.3596332837017981,19,[],5815.604869658873
10,0.21336470860580756,0.0002111356760202918,9.727088535645158e-06,RMSprop,16,0.5978102029557498,25,[],5825.680389448085
6,0.2860082378230005,0.0011668949130860824,0.00019724775855737512,AdamW,256,0.5662338735256518,14,[],5972.634594548707
9,0.46987310242981706,0.00042516031206071104,5.696294866922881e-05,RMSprop,32,0.6189078778891242,14,[],6003.815786647689
9,0.44308407422401924,0.00031888716470774724,0.00017572836622676877,RMSprop,128,0.42022870488833874,27,[],6120.72577395851
10,0.2270151985296347,0.0011443647534060653,0.0008332946703083487,RMSprop,128,0.371778469142605,10,[],6253.176472801643
